-45.519737243652344	-71.37836456298828
-45.526329040527344	-71.27525329589844
-45.521968841552734	-71.17079162597656
-45.51714324951172	-71.05518341064453
-45.51276397705078	-70.95037841796875
-45.506866455078125	-70.82940673828125
-45.514617919921875	-70.72457885742188
-45.537742614746094	-70.6170883178711
-45.56110763549805	-70.51429748535156
-45.58604049682617	-70.40777587890625
-45.5992546081543	-70.30201721191406
-45.60268783569336	-70.19624328613281
-45.605648040771484	-70.09513854980469
-45.608882904052734	-69.98692321777344
-45.61211395263672	-69.8798599243164
-45.61532211303711	-69.77407836914062
-45.618587493896484	-69.66630554199219
-45.62200927734375	-69.55340576171875
-45.62506103515625	-69.45240783691406
-45.628273010253906	-69.34580993652344
-45.6314582824707	-69.240234375
-45.63467788696289	-69.13299560546875
-45.63792419433594	-69.0244369506836
-45.64107131958008	-68.9189682006836
-45.6442756652832	-68.81133270263672
-45.647850036621094	-68.69097137451172
-45.65105056762695	-68.5833511352539
-45.65423583984375	-68.475830078125
-45.65742111206055	-68.36811828613281
-45.660579681396484	-68.26107788085938
-45.66377258300781	-68.15306091308594
-45.667335510253906	-68.03202819824219
-45.67050552368164	-67.92406463623047
-45.67364501953125	-67.81709289550781
-45.67674255371094	-67.71118927001953
-45.679866790771484	-67.60426330566406
-45.682960510253906	-67.49849700927734
-45.68644332885742	-67.37901306152344
-45.68946075439453	-67.27506256103516
-45.69255065917969	-67.1684799194336
-45.69559860229492	-67.063232421875
-45.69877243041992	-66.95343780517578
-45.70183563232422	-66.84700012207031
-45.70486831665039	-66.74136352539062
-45.708160400390625	-66.62623596191406
-45.7111701965332	-66.52127838134766
-45.71417999267578	-66.41572570800781
-45.71717071533203	-66.310546875
-45.72018051147461	-66.2045669555664
-45.72313690185547	-66.10025787353516
-45.72662353515625	-65.97694396972656
-45.729591369628906	-65.87179565429688
-45.732547760009766	-65.76717376708984
-45.73528289794922	-65.66019439697266
-45.75327682495117	-65.55522918701172
-45.79681396484375	-65.45555114746094
-45.86653137207031	-65.3665771484375
-45.95148468017578	-65.2867431640625
-46.03282165527344	-65.21118927001953
-46.1107063293457	-65.13893127441406
-46.187808990478516	-65.0671157836914
-46.26959228515625	-64.9988021850586
-46.36265182495117	-64.94763946533203
-46.470176696777344	-64.89137268066406
-46.56495666503906	-64.84180450439453
-46.65974426269531	-64.7927017211914
-46.755882263183594	-64.7486343383789
-46.85350036621094	-64.7056884765625
-46.952274322509766	-64.66230010986328
-47.06190490722656	-64.61416625976562
-47.15754318237305	-64.5722427368164
-47.25430679321289	-64.52983856201172
-47.350547790527344	-64.48771667480469
-47.447139739990234	-64.44548797607422
-47.544708251953125	-64.40287780761719
-47.65617370605469	-64.35423278808594
-47.75751876831055	-64.31002807617188
-47.85014724731445	-64.26966857910156
-47.94759750366211	-64.22724151611328
-48.04450988769531	-64.18509674072266
-48.189239501953125	-64.1222152709961
-48.28632354736328	-64.080078125
-48.38438034057617	-64.03756713867188
-48.48096466064453	-63.9957389831543
-48.5794677734375	-63.953121185302734
-48.67819595336914	-63.91045379638672
-48.788169860839844	-63.862972259521484
-48.88596725463867	-63.82078552246094
-48.98201370239258	-63.779388427734375
-49.07893371582031	-63.73765563964844
-49.17567825317383	-63.69602966308594
-49.27219009399414	-63.654544830322266
-49.369850158691406	-63.612606048583984
-49.478919982910156	-63.56580352783203
-49.57684326171875	-63.523834228515625
-49.673492431640625	-63.48244857788086
-49.77053451538086	-63.44092559814453
-49.86761474609375	-63.39942169189453
-49.963645935058594	-63.35841369628906
-50.0738525390625	-63.311378479003906
-50.170616149902344	-63.2701301574707
-50.268436431884766	-63.22804260253906
-50.359832763671875	-63.17829132080078
-50.448753356933594	-63.119571685791016
-50.53599166870117	-63.06180191040039
-50.63692092895508	-62.995025634765625
-50.72450256347656	-62.9371223449707
-50.81383514404297	-62.87751007080078
-50.8980712890625	-62.814247131347656
-50.9818229675293	-62.75060272216797
-51.06585693359375	-62.686859130859375
-51.16522216796875	-62.61152267456055
-51.248199462890625	-62.54644012451172
-51.321044921875	-62.47005081176758
-51.39191436767578	-62.39134979248047
-51.463043212890625	-62.312416076660156
-51.53398132324219	-62.23370361328125
-51.614463806152344	-62.144405364990234
-51.685646057128906	-62.06540298461914
-51.75529479980469	-61.98810577392578
-51.82654571533203	-61.90902328491211
-51.89809799194336	-61.82958221435547
-51.968505859375	-61.75142288208008
-52.04978942871094	-61.661155700683594
-52.120506286621094	-61.58262634277344
-52.191383361816406	-61.50390625
-52.26184844970703	-61.42563247680664
-52.33279800415039	-61.3468017578125
-52.40424346923828	-61.267398834228516
-52.47623062133789	-61.1873893737793
-52.559051513671875	-61.09532928466797
-52.629295349121094	-61.01723098754883
-52.699554443359375	-60.93912124633789
-52.77008056640625	-60.860694885253906
-52.841915130615234	-60.78079605102539
-52.9114990234375	-60.703392028808594
-52.99174118041992	-60.6141357421875
-53.06189727783203	-60.53607940673828
-53.13196563720703	-60.458126068115234
-53.20274353027344	-60.37937927246094
-53.27289962768555	-60.30131149291992
-53.346946716308594	-60.21891403198242
-53.42397689819336	-60.13319778442383
-53.49391174316406	-60.05535125732422
-53.56415557861328	-59.977149963378906
-53.63410949707031	-59.899288177490234
-53.70381164550781	-59.82167053222656
-53.774845123291016	-59.7425651550293
-53.85546875	-59.65277099609375
-53.92548370361328	-59.57476806640625
-53.99589157104492	-59.496337890625
-54.065399169921875	-59.418907165527344
-54.13422775268555	-59.342201232910156
-54.203346252441406	-59.26516342163086
-54.28388214111328	-59.17539596557617
-54.35268020629883	-59.098716735839844
-54.42198181152344	-59.02146530151367
-54.49061965942383	-58.944942474365234
-54.56135177612305	-58.866065979003906
-54.63468933105469	-58.784278869628906
-54.70664978027344	-58.704017639160156
-54.78104019165039	-58.62103271484375
-54.85048294067383	-58.543556213378906
-54.91966247558594	-58.46635818481445
-54.98951721191406	-58.3884162902832
-55.058799743652344	-58.31109619140625
